,COMB.N0000.LK,COMB.N0000.LK,COMB.N0000.LK,COMB.N0000.LK,COMB.N0000.LK,COMB.N0000.LK,HNB.N0000.LK,HNB.N0000.LK,HNB.N0000.LK,HNB.N0000.LK,HNB.N0000.LK,HNB.N0000.LK,NDB.N0000.LK,NDB.N0000.LK,NDB.N0000.LK,NDB.N0000.LK,NDB.N0000.LK,NDB.N0000.LK,DFCC.N0000.LK,DFCC.N0000.LK,DFCC.N0000.LK,DFCC.N0000.LK,DFCC.N0000.LK,DFCC.N0000.LK,SAMP.N0000.LK,SAMP.N0000.LK,SAMP.N0000.LK,SAMP.N0000.LK,SAMP.N0000.LK,SAMP.N0000.LK,BFLN.N0000.LK,BFLN.N0000.LK,BFLN.N0000.LK,BFLN.N0000.LK,BFLN.N0000.LK,BFLN.N0000.LK
2025-03-24,75.34,77.63,68.94,76.14,76.14,97392,79.35,81.58,76.77,78.22,78.22,84216,37.7,38.59,34.94,35.27,35.27,96005,92.56,93.5,90.4,91.49,91.49,113577,43.49,44.25,41.65,42.78,42.78,95160,100.83,102.99,97.12,101.54,101.54,144122
2025-03-25,76.03,77.38,69.37,73.83,73.83,95203,78.57,79.8,76.9,79.27,79.27,192710,35.17,37.38,34.35,35.58,35.58,41673,91.59,92.35,90.87,92.19,92.19,75440,42.44,42.71,40.2,40.27,40.27,151414,101.16,103.04,97.82,101.32,101.32,59462
2025-03-26,73.82,74.22,69.9,69.91,69.91,92573,78.93,80.81,78.18,79.39,79.39,188677,35.46,36.76,35.04,36.46,36.46,175919,91.99,94.32,87.18,94.27,94.27,112185,40.57,41.27,39.42,40.45,40.45,136144,100.9,101.99,98.56,99.75,99.75,54690
2025-03-27,69.93,71.07,68.64,70.46,70.46,149228,79.69,80.7,78.64,79.16,79.16,79403,36.77,37.47,34.54,34.94,34.94,46467,93.76,94.87,91.98,94.63,94.63,39220,40.45,40.51,39.75,39.76,39.76,44425,100.65,102.64,97.5,102.55,102.55,162604
2025-03-28,70.34,70.42,69.54,69.57,69.57,180388,79.31,81.38,75.75,80.07,80.07,154241,34.89,35.08,34.85,34.98,34.98,73165,94.95,95.75,94.23,95.7,95.7,133436,39.66,40.24,39.61,39.85,39.85,148757,102.85,103.58,98.63,100.51,100.51,22250
2025-03-29,69.4,71.81,65.79,71.48,71.48,164958,80.37,81.83,77.26,77.81,77.81,180814,34.89,35.66,34.08,34.14,34.14,23522,95.81,96.47,93.6,95.06,95.06,154533,40.28,40.8,38.92,40.33,40.33,77641,99.93,102.05,98.64,101.56,101.56,189386
2025-03-30,72.21,73.89,66.24,66.64,66.64,170309,78.13,78.53,77.36,77.94,77.94,65785,34.17,35.46,34.14,34.85,34.85,82205,95.19,96.76,94.94,95.41,95.41,162833,40.23,40.98,38.56,38.9,38.9,66878,101.23,102.46,96.09,97.63,97.63,88243
2025-03-31,66.61,69.99,64.88,69.55,69.55,83517,77.99,78.23,77.75,78.1,78.1,96931,34.77,36.16,33.5,36.09,36.09,40465,94.7,97.11,94.63,94.87,94.87,61733,39.18,39.2,38.74,39.08,39.08,179675,97.29,102.83,93.86,94.27,94.27,196941
2025-04-01,69.45,70.28,65.41,68.33,68.33,111203,78.62,80.08,76.54,77.25,77.25,101096,36.25,36.83,34.35,35.2,35.2,41424,95.05,95.52,93.72,94.0,94.0,105126,38.91,38.94,38.5,38.67,38.67,116779,93.99,95.29,93.52,94.05,94.05,20029
2025-04-02,68.86,71.6,66.53,70.02,70.02,135793,76.52,80.18,74.62,78.13,78.13,158719,35.34,36.21,34.51,35.62,35.62,90150,93.8,97.18,88.29,95.88,95.88,91403,38.76,39.79,38.29,39.49,39.49,61943,94.08,98.45,92.75,94.83,94.83,195960
2025-04-03,70.44,71.34,68.62,68.79,68.79,24682,78.39,81.32,78.26,79.37,79.37,116703,35.75,36.34,34.18,36.32,36.32,157982,95.97,96.49,91.73,95.98,95.98,145416,39.67,40.29,38.11,39.31,39.31,69328,95.42,102.05,92.83,98.67,98.67,151744
2025-04-04,69.21,69.66,65.74,66.13,66.13,17113,79.06,82.58,77.12,82.52,82.52,148566,36.22,36.46,34.67,35.44,35.44,70909,95.47,96.26,89.25,91.46,91.46,133867,39.22,41.61,37.82,40.66,40.66,175344,98.17,100.49,95.92,97.59,97.59,169023
2025-04-05,66.34,67.05,65.21,65.97,65.97,196742,81.71,82.46,81.53,82.24,82.24,131642,35.42,37.61,31.58,35.86,35.86,93672,90.33,94.04,85.75,87.65,87.65,172225,40.85,41.14,40.29,40.95,40.95,19291,96.73,102.86,94.82,97.26,97.26,37237
2025-04-06,65.66,66.61,64.69,65.09,65.09,101402,82.67,86.12,81.8,85.73,85.73,165186,35.82,37.3,34.64,35.78,35.78,178316,87.73,91.41,84.96,85.26,85.26,199506,41.13,41.74,38.67,41.41,41.41,107575,97.04,103.2,90.69,96.33,96.33,61624
2025-04-07,65.3,66.12,65.07,66.08,66.08,36525,85.35,90.08,83.76,87.35,87.35,157589,35.8,36.36,35.55,36.3,36.3,18558,84.97,90.19,83.12,85.63,85.63,15671,41.81,42.13,39.51,39.73,39.73,150256,95.85,96.04,91.23,95.2,95.2,163386
2025-04-08,66.42,67.25,63.5,66.83,66.83,178178,87.3,88.02,83.98,86.83,86.83,11885,36.18,37.17,35.64,36.23,36.23,27338,85.93,88.12,83.7,84.66,84.66,159829,39.52,41.29,38.33,39.58,39.58,38011,94.5,97.82,84.96,89.35,89.35,123098
2025-04-09,66.89,67.0,64.43,66.4,66.4,129264,86.93,90.3,82.79,89.03,89.03,58277,36.22,37.18,34.26,35.28,35.28,35233,84.08,87.6,81.81,83.28,83.28,182178,39.55,40.17,38.62,38.71,38.71,18872,89.52,90.55,84.13,90.38,90.38,174324
2025-04-10,66.22,66.61,64.83,65.29,65.29,154413,89.05,89.23,88.49,89.07,89.07,123961,35.21,35.67,35.14,35.43,35.43,127812,83.88,86.83,83.17,84.06,84.06,22468,38.61,40.84,38.11,40.35,40.35,191096,90.36,92.04,83.64,87.24,87.24,59332
2025-04-11,65.22,65.42,64.47,65.26,65.26,139155,89.46,93.0,88.03,90.23,90.23,69513,35.08,35.39,33.39,34.55,34.55,67502,83.77,85.71,83.38,85.58,85.58,63374,40.35,41.35,39.95,40.65,40.65,87229,87.8,88.93,84.35,84.64,84.64,108098
2025-04-12,64.91,69.55,60.37,68.11,68.11,192342,90.05,98.21,88.48,92.81,92.81,120043,34.34,35.74,32.1,32.22,32.22,81110,85.74,90.78,81.1,87.96,87.96,47770,40.52,42.19,40.35,40.95,40.95,25997,84.97,86.25,84.15,84.87,84.87,44058
2025-04-13,67.45,68.34,61.86,61.98,61.98,183338,92.84,97.13,90.3,96.98,96.98,13889,32.2,34.5,31.94,32.92,32.92,152373,87.95,88.67,87.74,88.49,88.49,190864,41.12,42.24,40.75,41.31,41.31,162563,84.78,87.77,84.64,86.91,86.91,88805
2025-04-14,62.03,65.26,61.1,61.83,61.83,12777,96.39,98.66,88.83,93.61,93.61,139314,32.71,36.49,31.47,32.72,32.72,66264,87.92,90.31,87.71,88.55,88.55,171741,41.17,42.16,39.19,39.87,39.87,174263,86.71,91.86,84.43,90.57,90.57,25120
2025-04-15,62.12,67.93,59.63,59.77,59.77,59470,94.1,95.35,88.48,93.3,93.3,90675,32.65,35.94,31.66,34.38,34.38,145940,88.33,91.61,87.33,87.37,87.37,84298,40.14,40.67,38.22,38.69,38.69,17765,90.8,93.75,86.17,92.87,92.87,127098
2025-04-16,59.2,64.46,58.72,62.5,62.5,152671,93.24,98.57,87.81,95.54,95.54,178545,34.35,34.76,33.71,34.31,34.31,44068,86.64,93.72,85.86,86.72,86.72,70916,38.55,39.81,37.94,39.26,39.26,73549,93.27,93.89,85.24,90.8,90.8,140464
2025-04-17,62.26,66.09,60.99,64.61,64.61,134368,95.62,97.32,88.91,89.97,89.97,188927,34.16,34.2,33.16,33.71,33.71,188497,86.42,95.87,84.71,85.71,85.71,163189,39.78,40.73,37.5,39.26,39.26,170676,91.06,91.23,86.66,89.57,89.57,27658
2025-04-18,64.56,68.24,62.33,62.81,62.81,127977,90.18,92.79,87.61,87.65,87.65,145538,33.65,34.0,32.18,32.4,32.4,173598,85.33,95.93,84.69,89.36,89.36,158537,39.13,40.46,38.37,39.98,39.98,114268,89.81,91.14,84.5,86.45,86.45,101443
2025-04-19,62.76,65.54,62.25,64.85,64.85,137715,87.46,90.68,86.6,89.96,89.96,167299,32.42,33.53,32.08,32.92,32.92,122649,89.17,96.31,89.12,92.32,92.32,129776,39.83,41.61,37.88,37.98,37.98,159265,86.81,91.81,80.45,85.54,85.54,185415
2025-04-20,64.72,64.77,63.65,64.5,64.5,170476,89.47,94.21,86.66,88.16,88.16,99446,33.0,34.35,31.06,31.36,31.36,196153,93.11,96.76,92.31,93.08,93.08,96770,38.05,41.21,37.59,39.26,39.26,53790,85.52,86.67,84.15,85.96,85.96,62904
2025-04-21,64.81,65.56,63.88,65.09,65.09,24109,87.46,95.32,83.52,84.08,84.08,92385,31.3,33.26,29.59,31.89,31.89,31956,92.78,100.26,86.17,98.5,98.5,22650,39.33,41.46,38.4,40.96,40.96,61290,86.12,87.54,81.71,84.08,84.08,26042
2025-04-22,64.6,65.11,62.53,63.73,63.73,78455,84.92,95.49,82.61,94.73,94.73,37350,31.92,31.97,30.7,30.8,30.8,142058,98.28,100.66,92.5,96.83,96.83,108010,41.01,41.58,40.21,40.88,40.88,163899,84.29,85.3,81.7,83.07,83.07,13434
2025-04-23,63.52,64.59,61.9,63.06,63.06,177406,95.05,97.69,93.58,97.03,97.03,73771,30.8,31.03,30.23,30.39,30.39,104532,96.9,96.93,92.63,96.14,96.14,31184,40.9,43.52,38.16,40.16,40.16,108701,83.11,83.38,82.14,83.02,83.02,138900
2025-04-24,63.37,65.34,58.05,58.65,58.65,62588,97.24,99.17,95.13,99.08,99.08,29517,30.38,31.29,29.82,31.16,31.16,35264,95.91,97.83,93.14,97.34,97.34,96430,40.21,40.98,39.39,40.89,40.89,56982,83.94,85.63,80.73,84.78,84.78,134794
2025-04-25,58.45,60.86,58.12,60.34,60.34,10302,98.39,98.57,96.07,96.96,96.96,95940,31.17,31.19,30.9,30.93,30.93,184250,97.5,97.61,96.18,96.47,96.47,100011,40.78,42.86,40.06,42.56,42.56,42338,84.73,84.79,83.55,83.58,83.58,30766
2025-04-26,60.58,60.83,60.53,60.59,60.59,173338,96.87,98.93,93.79,95.84,95.84,145372,30.91,33.05,30.27,31.6,31.6,170532,96.28,99.69,91.32,98.8,98.8,53567,42.49,43.24,39.91,42.59,42.59,192319,84.44,85.3,84.11,84.71,84.71,107960
2025-04-27,60.24,62.78,60.13,61.2,61.2,140314,95.03,99.01,94.72,98.73,98.73,165227,31.77,32.04,31.02,31.08,31.08,134133,97.52,99.43,95.59,97.6,97.6,129184,42.77,43.2,41.3,42.27,42.27,19920,85.34,88.64,84.87,86.79,86.79,31460
2025-04-28,61.24,64.49,61.16,63.25,63.25,122293,97.97,98.12,95.37,97.18,97.18,63473,31.1,31.56,30.8,31.09,31.09,62240,97.29,97.64,94.29,97.24,97.24,169394,42.59,42.93,41.13,42.52,42.52,94940,86.33,92.48,84.3,86.85,86.85,122131
2025-04-29,63.05,66.35,59.48,62.6,62.6,26646,96.82,97.74,95.83,96.5,96.5,107552,31.31,31.96,31.06,31.88,31.88,103860,97.32,98.83,90.11,90.17,90.17,46500,42.71,44.57,40.69,41.44,41.44,166893,86.94,95.56,84.19,88.29,88.29,29788
2025-04-30,62.77,64.86,62.1,62.33,62.33,97202,96.66,99.68,96.3,98.0,98.0,31081,31.7,33.25,31.16,32.3,32.3,113187,90.67,97.83,87.28,91.15,91.15,22883,41.6,43.27,40.99,42.89,42.89,82223,88.97,91.68,87.48,91.0,91.0,97911
2025-05-01,62.2,62.73,61.54,61.89,61.89,31511,97.87,104.85,93.09,95.71,95.71,117801,32.28,34.29,31.91,32.08,32.08,144955,90.97,98.96,90.53,95.73,95.73,40987,42.63,43.9,42.17,42.59,42.59,75714,90.9,96.31,85.67,91.62,91.62,113384
2025-05-02,61.73,63.36,59.12,63.34,63.34,38047,96.09,100.38,95.03,95.74,95.74,80683,32.13,32.71,31.99,32.27,32.27,114650,96.72,98.76,95.54,97.87,97.87,78286,42.78,43.32,42.0,42.97,42.97,85032,91.11,95.16,90.06,92.33,92.33,16325
2025-05-03,63.2,63.32,60.13,60.76,60.76,48214,95.65,102.5,92.65,94.29,94.29,74168,32.04,33.45,31.11,32.44,32.44,94219,98.03,98.44,95.65,98.36,98.36,179483,43.24,43.83,41.53,41.69,41.69,117082,92.3,92.91,91.86,92.13,92.13,68133
2025-05-04,60.75,60.75,59.57,59.71,59.71,49042,94.0,102.0,91.34,93.24,93.24,141122,32.65,33.65,31.42,31.68,31.68,133461,98.33,99.57,93.18,97.75,97.75,95913,41.77,42.3,41.24,41.67,41.67,162176,93.4,93.65,90.81,91.79,91.79,113345
2025-05-05,59.32,61.45,58.84,59.7,59.7,76468,93.34,100.62,92.82,98.37,98.37,61989,31.74,34.19,31.52,33.38,33.38,44078,97.91,97.94,94.42,96.56,96.56,39775,41.84,44.25,40.83,44.16,44.16,142181,91.51,92.02,89.19,89.39,89.39,110401
2025-05-06,59.82,61.4,59.34,59.88,59.88,139553,98.24,100.48,96.8,97.54,97.54,68216,33.57,34.29,33.14,33.33,33.33,54635,95.6,97.18,93.22,95.61,95.61,74966,44.41,44.62,41.81,43.28,43.28,122042,88.98,90.27,86.86,88.73,88.73,80793
2025-05-07,59.96,62.13,56.41,58.02,58.02,130140,97.43,97.47,95.1,95.29,95.29,69398,33.35,35.79,32.22,33.34,33.34,65873,95.46,97.58,90.84,96.11,96.11,63833,43.24,43.28,42.38,43.05,43.05,77586,87.65,93.57,86.56,87.63,87.63,189933
2025-05-08,57.83,59.56,57.62,57.8,57.8,40548,94.81,95.4,94.14,94.15,94.15,49781,32.94,34.48,32.71,33.15,33.15,90259,96.22,97.42,90.79,96.28,96.28,20942,43.3,45.81,40.93,44.3,44.3,77964,88.15,89.65,87.71,87.78,87.78,95748
2025-05-09,57.56,60.16,56.91,57.94,57.94,177382,94.46,96.23,94.28,94.68,94.68,84243,33.09,33.15,33.09,33.12,33.12,116435,96.07,96.16,92.31,94.92,94.92,39916,44.43,47.3,40.76,41.07,41.07,156808,87.57,94.6,85.61,86.35,86.35,100017
2025-05-10,57.73,60.01,57.65,57.76,57.76,25496,94.4,94.5,93.84,94.1,94.1,188364,33.22,33.92,31.57,31.8,31.8,123394,95.2,95.39,94.14,95.3,95.3,143252,40.98,41.71,40.69,40.77,40.77,43029,86.14,99.43,81.07,87.21,87.21,145214
2025-05-11,58.1,64.68,55.29,58.5,58.5,12928,93.77,96.81,91.03,95.41,95.41,42708,31.75,32.61,30.21,30.88,30.88,21594,95.42,100.29,93.56,98.79,98.79,65854,41.0,41.68,40.72,41.33,41.33,182511,86.99,92.58,85.77,88.14,88.14,177863
2025-05-12,58.41,61.64,57.83,58.82,58.82,80716,95.12,97.86,88.71,97.68,97.68,18316,30.94,31.91,30.14,30.37,30.37,196390,98.23,98.53,95.2,98.49,98.49,47665,40.83,40.84,40.5,40.82,40.82,115176,88.55,98.03,84.0,93.55,93.55,83559
2025-05-13,58.68,61.7,57.67,59.87,59.87,169211,98.18,104.53,86.45,103.66,103.66,78595,30.24,30.96,29.78,30.74,30.74,18051,98.74,100.6,92.94,95.39,95.39,56620,40.64,40.93,39.92,40.39,40.39,165880,94.49,94.71,94.39,94.47,94.47,170180
2025-05-14,60.12,60.15,58.58,59.63,59.63,74895,104.34,104.82,88.61,99.83,99.83,170193,30.64,30.98,30.58,30.95,30.95,191726,96.08,99.26,95.56,96.46,96.46,188252,40.64,41.41,37.29,41.06,41.06,25338,94.81,95.84,94.69,95.68,95.68,114727
2025-05-15,59.56,62.2,54.61,57.69,57.69,109718,99.39,101.66,83.54,100.57,100.57,84705,31.24,31.29,30.86,31.09,31.09,134461,96.34,104.7,93.54,96.46,96.46,84341,40.97,41.31,37.68,39.44,39.44,117479,95.02,98.37,93.16,94.13,94.13,46757
2025-05-16,57.54,58.19,55.69,56.89,56.89,57568,101.26,106.14,83.83,93.76,93.76,55074,31.13,32.39,30.7,31.99,31.99,55927,96.65,99.01,96.42,97.97,97.97,183362,39.52,40.59,35.81,37.03,37.03,150090,94.62,96.33,92.13,94.01,94.01,65220
2025-05-17,57.0,57.24,56.03,57.04,57.04,65695,93.67,95.49,86.61,90.41,90.41,158751,31.83,32.84,31.25,32.2,32.2,182110,97.52,105.12,91.59,100.17,100.17,181280,36.96,37.12,36.05,36.85,36.85,178967,93.88,96.14,91.99,95.02,95.02,25860
2025-05-18,56.86,57.6,55.79,57.04,57.04,79047,91.18,91.97,85.61,88.11,88.11,168359,32.25,33.11,30.7,32.86,32.86,195046,100.29,103.53,99.08,100.41,100.41,127310,37.02,38.3,34.67,35.33,35.33,113557,94.44,96.81,92.29,93.44,93.44,61346
2025-05-19,57.35,57.62,56.32,57.44,57.44,121730,87.53,89.25,87.3,88.91,88.91,182828,32.89,32.95,31.3,31.83,31.83,190077,99.71,105.1,97.77,105.04,105.04,167851,35.83,36.55,35.69,36.13,36.13,28155,93.57,95.98,86.8,94.6,94.6,20399
2025-05-20,57.57,58.8,55.31,57.44,57.44,178444,88.66,89.54,88.27,88.42,88.42,28823,31.61,32.13,30.54,31.78,31.78,140888,104.99,108.39,103.35,104.99,104.99,146721,36.16,36.44,35.86,36.36,36.36,26551,94.39,96.24,86.58,92.03,92.03,195468
2025-05-21,57.53,57.77,52.96,54.18,54.18,69023,88.47,89.87,85.51,89.2,89.2,163857,31.84,32.23,31.01,31.33,31.33,29518,104.77,108.42,104.0,107.19,107.19,90323,36.72,38.96,32.69,36.18,36.18,61253,91.45,91.77,89.33,90.49,90.49,149842
2025-05-22,54.14,56.44,50.1,54.08,54.08,54654,89.72,90.25,82.28,85.89,85.89,40025,31.32,31.89,31.24,31.75,31.75,116316,107.14,108.55,106.38,107.04,107.04,191004,36.11,37.31,32.73,33.99,33.99,94999,91.39,92.31,88.74,90.19,90.19,96323
2025-05-23,54.26,57.13,50.02,53.31,53.31,163401,86.08,88.21,82.16,84.7,84.7,28774,31.82,33.37,31.22,32.4,32.4,194452,107.14,110.97,105.42,108.67,108.67,43241,34.02,34.6,33.43,34.51,34.51,19647,90.51,90.56,87.38,88.44,88.44,177304
2025-05-24,53.41,54.2,50.78,51.71,51.71,24989,84.47,84.96,80.26,81.04,81.04,91993,32.36,32.51,31.97,32.15,32.15,141947,108.11,113.22,104.7,109.04,109.04,88533,34.47,35.12,33.65,34.76,34.76,165116,87.36,87.97,86.95,86.95,86.95,31389
2025-05-25,51.8,53.04,50.89,52.0,52.0,97902,81.61,81.87,79.86,80.15,80.15,147778,31.81,32.85,31.57,31.91,31.91,158105,109.61,115.84,108.85,112.42,112.42,76300,34.65,35.89,34.09,34.8,34.8,40242,87.82,87.88,85.58,87.49,87.49,105027
2025-05-26,51.9,52.59,49.87,50.14,50.14,179633,80.07,80.87,78.05,78.34,78.34,84381,31.9,33.66,31.34,31.74,31.74,181468,113.11,115.68,111.93,112.6,112.6,168480,34.91,38.22,32.91,38.22,38.22,88248,87.46,87.89,87.18,87.82,87.82,193225
2025-05-27,49.95,52.76,48.78,51.47,51.47,67582,77.84,82.25,75.47,76.55,76.55,178412,31.97,34.39,30.22,32.66,32.66,157556,111.48,112.57,105.67,108.29,108.29,41437,38.29,38.29,36.07,37.68,37.68,35381,87.06,90.07,86.39,86.58,86.58,35078
2025-05-28,51.58,51.66,50.91,51.65,51.65,48567,76.24,78.58,75.23,78.05,78.05,155966,32.52,32.7,31.98,32.46,32.46,149580,107.27,108.99,101.7,104.46,104.46,67709,37.9,38.67,35.02,37.16,37.16,87576,86.8,93.69,86.45,93.21,93.21,66168
2025-05-29,51.87,54.37,49.92,52.61,52.61,120581,77.43,81.68,75.23,77.51,77.51,139115,32.61,33.31,32.6,32.92,32.92,149032,104.09,110.61,102.58,109.42,109.42,96540,37.28,37.89,34.17,34.67,34.67,180203,93.12,94.54,91.69,94.24,94.24,119866
2025-05-30,52.69,53.62,51.38,52.06,52.06,118259,77.6,81.97,76.66,79.53,79.53,71769,32.92,33.54,32.76,32.84,32.84,86026,109.27,111.0,105.21,105.81,105.81,169416,34.67,35.04,33.79,34.3,34.3,27771,94.03,95.71,91.68,94.05,94.05,144390
2025-05-31,52.25,55.58,51.78,55.26,55.26,160153,79.77,82.69,78.04,81.24,81.24,82731,32.9,33.45,32.14,33.39,33.39,187136,105.08,109.17,100.57,107.93,107.93,73915,34.22,34.63,34.18,34.42,34.42,179596,94.04,96.7,91.69,91.91,91.91,146684
2025-06-01,55.27,55.57,55.0,55.18,55.18,198914,81.67,83.25,78.85,78.93,78.93,175142,33.37,34.11,32.44,32.79,32.79,191319,107.76,111.05,100.27,109.6,109.6,52192,34.37,35.54,33.34,35.17,35.17,120938,92.94,93.17,91.69,91.7,91.7,131184
2025-06-02,55.1,55.29,54.71,55.28,55.28,20936,78.29,90.27,73.96,85.32,85.32,35487,32.72,33.77,32.35,32.85,32.85,169414,109.92,110.09,102.51,107.4,107.4,48474,35.39,36.7,33.0,36.54,36.54,50840,91.96,94.88,86.37,87.84,87.84,46881
2025-06-03,55.02,55.41,54.9,55.07,55.07,23888,85.52,86.05,85.2,85.32,85.32,67887,32.81,34.69,31.8,33.4,33.4,142629,107.51,109.67,105.37,107.68,107.68,130049,36.33,38.09,33.35,34.93,34.93,150796,87.44,89.83,85.89,86.64,86.64,65073
2025-06-04,55.25,56.68,53.62,54.61,54.61,39982,85.38,87.95,84.06,87.83,87.83,48025,33.45,34.97,31.96,34.41,34.41,190359,107.33,111.3,105.96,106.67,106.67,38660,34.96,35.7,34.69,35.1,35.1,22923,86.4,89.54,84.8,87.82,87.82,196285
2025-06-05,54.67,59.2,53.5,57.77,57.77,76849,87.3,88.09,85.58,86.56,86.56,38132,34.0,34.89,33.61,33.94,33.94,93551,106.29,112.72,104.58,106.95,106.95,51952,35.35,36.22,34.92,34.96,34.96,64717,88.33,88.97,84.64,88.0,88.0,91402
2025-06-06,57.67,58.9,57.02,58.78,58.78,133984,86.7,87.26,85.47,86.6,86.6,175537,33.94,34.11,33.48,33.66,33.66,195581,106.7,110.16,106.66,108.76,108.76,74614,34.95,35.71,32.95,34.57,34.57,111109,88.89,91.06,82.71,86.14,86.14,28326
2025-06-07,58.74,60.59,57.91,59.02,59.02,177985,86.99,87.26,83.23,85.94,85.94,112023,33.72,33.77,33.31,33.76,33.76,71020,107.85,108.38,107.15,108.37,108.37,77359,34.78,35.26,32.8,33.6,33.6,163923,86.17,88.12,83.11,85.25,85.25,133090
2025-06-08,58.93,61.1,56.71,58.95,58.95,138867,86.87,87.39,82.39,86.28,86.28,26689,33.51,34.4,33.17,33.73,33.73,190553,109.02,110.79,104.37,106.24,106.24,163877,33.31,34.02,32.71,33.14,33.14,45667,86.0,86.34,81.2,84.73,84.73,47890
2025-06-09,59.1,60.24,56.06,56.27,56.27,81243,86.27,87.45,83.77,86.12,86.12,188641,33.77,34.45,32.26,32.62,32.62,91892,106.3,109.39,104.79,108.34,108.34,125258,33.12,35.05,31.6,31.72,31.72,76618,84.72,86.07,79.85,83.89,83.89,94415
2025-06-10,56.52,60.86,54.24,58.55,58.55,126401,87.22,89.1,80.67,84.68,84.68,24916,32.53,33.14,32.15,32.22,32.22,66671,108.82,109.42,101.69,103.74,103.74,73643,31.82,32.76,30.74,31.69,31.69,146305,84.0,84.08,81.01,84.06,84.06,91695
2025-06-11,58.28,59.13,57.69,58.46,58.46,182072,85.11,85.92,83.63,84.46,84.46,90154,32.3,32.94,31.95,32.32,32.32,113553,102.91,104.11,97.09,103.69,103.69,32356,32.04,32.08,31.6,31.63,31.63,82039,83.78,84.14,79.86,83.56,83.56,186429
2025-06-12,58.5,58.87,56.43,58.77,58.77,86144,84.24,86.18,82.24,85.55,85.55,25533,32.32,32.6,31.55,31.72,31.72,167413,102.92,103.63,99.74,100.36,100.36,177712,31.74,31.95,31.22,31.62,31.62,104412,82.74,83.36,79.04,80.34,80.34,185610
2025-06-13,58.97,62.32,54.5,56.43,56.43,141126,85.32,87.0,79.61,84.04,84.04,169559,31.64,32.28,30.11,30.22,30.22,22730,101.21,103.23,98.45,100.38,100.38,71079,31.65,31.87,30.79,31.16,31.16,196009,80.55,82.68,80.49,80.95,80.95,73073
2025-06-14,55.94,57.23,55.43,55.86,55.86,85290,83.67,84.61,77.76,79.7,79.7,175682,30.26,31.9,30.12,31.8,31.8,172363,100.09,103.0,97.96,102.37,102.37,185429,31.18,31.62,30.87,31.59,31.59,38659,81.0,82.05,80.09,81.33,81.33,84647
2025-06-15,55.92,57.9,55.59,57.3,57.3,155395,79.77,81.18,78.28,79.0,79.0,133756,31.97,32.64,31.02,31.48,31.48,65148,102.47,103.54,97.29,100.23,100.23,97614,31.75,33.48,29.75,30.72,30.72,117761,81.43,83.64,80.36,81.01,81.01,29452
2025-06-16,57.74,59.52,57.26,59.46,59.46,101217,78.79,80.09,76.95,79.96,79.96,171117,31.39,32.77,29.24,30.11,30.11,162084,100.03,100.8,98.97,100.26,100.26,43230,30.72,30.83,30.64,30.78,30.78,179457,81.17,86.68,79.15,82.47,82.47,186327
2025-06-17,59.81,61.73,56.52,59.54,59.54,51146,79.29,79.64,77.93,79.2,79.2,195797,30.08,31.22,30.02,30.03,30.03,174746,100.46,101.14,96.82,97.48,97.48,18643,30.86,31.31,30.84,30.96,30.96,154937,82.9,83.94,82.72,83.01,83.01,109598
2025-06-18,59.64,61.81,56.51,60.01,60.01,78825,79.07,79.58,76.61,77.36,77.36,137674,30.07,31.91,29.51,29.87,29.87,38450,97.37,97.4,95.49,96.43,96.43,89452,30.98,31.86,29.82,30.55,30.55,121802,82.76,85.97,82.27,84.22,84.22,198024
2025-06-19,60.25,61.11,56.87,60.41,60.41,105341,76.54,79.64,73.1,79.13,79.13,100338,29.65,31.46,29.57,30.88,30.88,112041,96.58,96.79,93.27,95.13,95.13,155473,30.59,31.58,28.97,29.94,29.94,161884,84.32,84.46,83.31,84.05,84.05,85839
2025-06-20,60.45,61.47,58.77,59.77,59.77,123577,79.21,81.7,73.82,74.87,74.87,195821,30.95,31.87,30.8,31.51,31.51,60594,95.27,97.07,94.89,96.68,96.68,154277,30.0,30.08,29.29,29.48,29.48,97345,84.36,85.64,82.53,83.2,83.2,18139
2025-06-21,59.14,61.73,57.47,59.75,59.75,169884,75.67,76.64,75.21,76.54,76.54,199324,31.55,31.71,31.54,31.69,31.69,39723,96.5,97.22,93.62,96.4,96.4,169239,29.56,29.86,28.7,28.76,28.76,193008,82.36,87.01,80.8,81.31,81.31,15498
2025-06-22,59.88,62.04,59.45,59.81,59.81,131832,76.31,78.53,74.82,78.35,78.35,115107,31.69,32.09,31.59,31.8,31.8,78173,96.27,96.61,95.47,95.49,95.49,124266,28.77,29.41,28.29,28.95,28.95,86061,81.28,87.62,80.82,87.61,87.61,70222
2025-06-23,59.56,63.63,58.36,59.78,59.78,104427,79.06,79.97,76.22,79.49,79.49,10124,31.53,32.18,31.0,31.45,31.45,38410,95.91,97.13,95.13,96.75,96.75,85882,28.87,29.85,28.45,29.19,29.19,99934,87.59,87.79,87.4,87.44,87.44,140653
2025-06-24,59.49,63.52,58.08,58.32,58.32,58517,79.35,80.63,75.42,76.42,76.42,196385,31.44,32.33,31.28,32.23,32.23,94926,96.74,100.41,94.84,97.39,97.39,194474,29.08,31.39,27.77,28.37,28.37,107790,87.7,92.72,83.76,86.61,86.61,90381
